sample,beta,theta,date,new_infections,S,I,R,V
2,2.9020748825389355,0.05944582398978873,2020-10-01,364.5549006493326,15501622.679551013,439.8042975287175,50418127.93318767,18079809.58296379
2,2.9020748825389355,0.05944582398978873,2020-11-01,235.53890908340162,14606735.504064323,287.13638251413846,50418516.14001177,18974461.219541397
2,2.9020748825389355,0.05944582398978873,2020-12-01,144.90005957943316,13763585.965464164,178.58666053131168,50418769.58979333,19817465.858081978
3,2.9020748825389355,0.05944582398978873,2019-10-01,1273.5195135882768,31658521.806074288,1402.234281349149,50400968.41856557,1939107.541078789
3,2.9020748825389355,0.05944582398978873,2019-11-01,1533.6632888795757,29829866.625836413,1698.1722454362286,50402206.143890366,3766229.0580277843
3,2.9020748825389355,0.05944582398978873,2019-12-01,1750.0467027131647,28106533.003828328,1949.2748544321444,50403705.087984085,5487812.633333156
3,2.9020748825389355,0.05944582398978873,2020-01-01,1892.7578803337426,26482516.14512284,2121.4451807442138,50405425.67553811,7109936.734158311
3,2.9020748825389355,0.05944582398978873,2020-02-01,1940.9058663406872,24952178.70299058,2189.7920458602657,50407298.23453933,8638333.270424234
3,2.9020748825389355,0.05944582398978873,2020-03-01,1887.6620570755613,23510215.509856652,2144.5666338157107,50409231.12200845,10078408.801501086
3,2.9020748825389355,0.05944582398978873,2020-04-01,1741.8445521695041,22151618.759402808,1993.4433212823176,50411124.08987315,11435263.707402762
3,2.9020748825389355,0.05944582398978873,2020-05-01,1525.5404720709516,20871647.57581198,1759.4095801799465,50412883.66408633,12713709.35052152
3,2.9020748825389355,0.05944582398978873,2020-06-01,1268.6441304545767,19665804.801103342,1475.0565952195238,50414436.661201745,13918283.481099702
3,2.9020748825389355,0.05944582398978873,2020-07-01,1002.1637054001317,18529821.815478437,1175.216115093111,50415738.66538727,15053264.303019207
3,2.9020748825389355,0.05944582398978873,2020-08-01,752.3319277091351,17459650.123048697,890.2073023123837,50416776.00612776,16122683.663521238
3,2.9020748825389355,0.05944582398978873,2020-09-01,536.969154481915,16451457.060105823,641.4075328402164,50417561.77505171,17130339.75730963
3,2.9020748825389355,0.05944582398978873,2020-10-01,364.5549006493326,15501622.679551013,439.8042975287175,50418127.93318767,18079809.58296379
3,2.9020748825389355,0.05944582398978873,2020-11-01,235.53890908340162,14606735.504064323,287.13638251413846,50418516.14001177,18974461.219541397
3,2.9020748825389355,0.05944582398978873,2020-12-01,144.90005957943316,13763585.965464164,178.58666053131168,50418769.58979333,19817465.858081978
4,2.9020748825389355,0.05944582398978873,2019-10-01,1273.5195135882768,31658521.806074288,1402.234281349149,50400968.41856557,1939107.541078789
4,2.9020748825389355,0.05944582398978873,2019-11-01,1533.6632888795757,29829866.625836413,1698.1722454362286,50402206.143890366,3766229.0580277843
4,2.9020748825389355,0.05944582398978873,2019-12-01,1750.0467027131647,28106533.003828328,1949.2748544321444,50403705.087984085,5487812.633333156
4,2.9020748825389355,0.05944582398978873,2020-01-01,1892.7578803337426,26482516.14512284,2121.4451807442138,50405425.67553811,7109936.734158311
4,2.9020748825389355,0.05944582398978873,2020-02-01,1940.9058663406872,24952178.70299058,2189.7920458602657,50407298.23453933,8638333.270424234
4,2.9020748825389355,0.05944582398978873,2020-03-01,1887.6620570755613,23510215.509856652,2144.5666338157107,50409231.12200845,10078408.801501086
4,2.9020748825389355,0.05944582398978873,2020-04-01,1741.8445521695041,22151618.759402808,1993.4433212823176,50411124.08987315,11435263.707402762
4,2.9020748825389355,0.05944582398978873,2020-05-01,1525.5404720709516,20871647.57581198,1759.4095801799465,50412883.66408633,12713709.35052152
4,2.9020748825389355,0.05944582398978873,2020-06-01,1268.6441304545767,19665804.801103342,1475.0565952195238,50414436.661201745,13918283.481099702
4,2.9020748825389355,0.05944582398978873,2020-07-01,1002.1637054001317,18529821.815478437,1175.216115093111,50415738.66538727,15053264.303019207
4,2.9020748825389355,0.05944582398978873,2020-08-01,752.3319277091351,17459650.123048697,890.2073023123837,50416776.00612776,16122683.663521238
4,2.9020748825389355,0.05944582398978873,2020-09-01,536.969154481915,16451457.060105823,641.4075328402164,50417561.77505171,17130339.75730963
4,2.9020748825389355,0.05944582398978873,2020-10-01,364.5549006493326,15501622.679551013,439.8042975287175,50418127.93318767,18079809.58296379
4,2.9020748825389355,0.05944582398978873,2020-11-01,235.53890908340162,14606735.504064323,287.13638251413846,50418516.14001177,18974461.219541397
4,2.9020748825389355,0.05944582398978873,2020-12-01,144.90005957943316,13763585.965464164,178.58666053131168,50418769.58979333,19817465.858081978
5,2.9020748825389355,0.05944582398978873,2019-10-01,1273.5195135882768,31658521.806074288,1402.234281349149,50400968.41856557,1939107.541078789
5,2.9020748825389355,0.05944582398978873,2019-11-01,1533.6632888795757,29829866.625836413,1698.1722454362286,50402206.143890366,3766229.0580277843
5,2.9020748825389355,0.05944582398978873,2019-12-01,1750.0467027131647,28106533.003828328,1949.2748544321444,50403705.087984085,5487812.633333156
5,2.9020748825389355,0.05944582398978873,2020-01-01,1892.7578803337426,26482516.14512284,2121.4451807442138,50405425.67553811,7109936.734158311
5,2.9020748825389355,0.05944582398978873,2020-02-01,1940.9058663406872,24952178.70299058,2189.7920458602657,50407298.23453933,8638333.270424234
5,2.9020748825389355,0.05944582398978873,2020-03-01,1887.6620570755613,23510215.509856652,2144.5666338157107,50409231.12200845,10078408.801501086
5,2.9020748825389355,0.05944582398978873,2020-04-01,1741.8445521695041,22151618.759402808,1993.4433212823176,50411124.08987315,11435263.707402762
5,2.9020748825389355,0.05944582398978873,2020-05-01,1525.5404720709516,20871647.57581198,1759.4095801799465,50412883.66408633,12713709.35052152
5,2.9020748825389355,0.05944582398978873,2020-06-01,1268.6441304545767,19665804.801103342,1475.0565952195238,50414436.661201745,13918283.481099702
5,2.9020748825389355,0.05944582398978873,2020-07-01,1002.1637054001317,18529821.815478437,1175.216115093111,50415738.66538727,15053264.303019207
5,2.9020748825389355,0.05944582398978873,2020-08-01,752.3319277091351,17459650.123048697,890.2073023123837,50416776.00612776,16122683.663521238
5,2.9020748825389355,0.05944582398978873,2020-09-01,536.969154481915,16451457.060105823,641.4075328402164,50417561.77505171,17130339.75730963
5,2.9020748825389355,0.05944582398978873,2020-10-01,364.5549006493326,15501622.679551013,439.8042975287175,50418127.93318767,18079809.58296379
5,2.9020748825389355,0.05944582398978873,2020-11-01,235.53890908340162,14606735.504064323,287.13638251413846,50418516.14001177,18974461.219541397
5,2.9020748825389355,0.05944582398978873,2020-12-01,144.90005957943316,13763585.965464164,178.58666053131168,50418769.58979333,19817465.858081978
6,2.9020748825389355,0.05944582398978873,2019-10-01,1273.5195135882768,31658521.806074288,1402.234281349149,50400968.41856557,1939107.541078789
6,2.9020748825389355,0.05944582398978873,2019-11-01,1533.6632888795757,29829866.625836413,1698.1722454362286,50402206.143890366,3766229.0580277843
6,2.9020748825389355,0.05944582398978873,2019-12-01,1750.0467027131647,28106533.003828328,1949.2748544321444,50403705.087984085,5487812.633333156
6,2.9020748825389355,0.05944582398978873,2020-01-01,1892.7578803337426,26482516.14512284,2121.4451807442138,50405425.67553811,7109936.734158311
6,2.9020748825389355,0.05944582398978873,2020-02-01,1940.9058663406872,24952178.70299058,2189.7920458602657,50407298.23453933,8638333.270424234
6,2.9020748825389355,0.05944582398978873,2020-03-01,1887.6620570755613,23510215.509856652,2144.5666338157107,50409231.12200845,10078408.801501086
6,2.9020748825389355,0.05944582398978873,2020-04-01,1741.8445521695041,22151618.759402808,1993.4433212823176,50411124.08987315,11435263.707402762
6,2.9020748825389355,0.05944582398978873,2020-05-01,1525.5404720709516,20871647.57581198,1759.4095801799465,50412883.66408633,12713709.35052152
6,2.9020748825389355,0.05944582398978873,2020-06-01,1268.6441304545767,19665804.801103342,1475.0565952195238,50414436.661201745,13918283.481099702
6,2.9020748825389355,0.05944582398978873,2020-07-01,1002.1637054001317,18529821.815478437,1175.216115093111,50415738.66538727,15053264.303019207
6,2.9020748825389355,0.05944582398978873,2020-08-01,752.3319277091351,17459650.123048697,890.2073023123837,50416776.00612776,16122683.663521238
6,2.9020748825389355,0.05944582398978873,2020-09-01,536.969154481915,16451457.060105823,641.4075328402164,50417561.77505171,17130339.75730963
6,2.9020748825389355,0.05944582398978873,2020-10-01,364.5549006493326,15501622.679551013,439.8042975287175,50418127.93318767,18079809.58296379
6,2.9020748825389355,0.05944582398978873,2020-11-01,235.53890908340162,14606735.504064323,287.13638251413846,50418516.14001177,18974461.219541397
6,2.9020748825389355,0.05944582398978873,2020-12-01,144.90005957943316,13763585.965464164,178.58666053131168,50418769.58979333,19817465.858081978
7,2.9020748825389355,0.05944582398978873,2019-10-01,1273.5195135882768,31658521.806074288,1402.234281349149,50400968.41856557,1939107.541078789
7,2.9020748825389355,0.05944582398978873,2019-11-01,1533.6632888795757,29829866.625836413,1698.1722454362286,50402206.143890366,3766229.0580277843
7,2.9020748825389355,0.05944582398978873,2019-12-01,1750.0467027131647,28106533.003828328,1949.2748544321444,50403705.087984085,5487812.633333156
7,2.9020748825389355,0.05944582398978873,2020-01-01,1892.7578803337426,26482516.14512284,2121.4451807442138,50405425.67553811,7109936.734158311
7,2.9020748825389355,0.05944582398978873,2020-02-01,1940.9058663406872,24952178.70299058,2189.7920458602657,50407298.23453933,8638333.270424234
7,2.9020748825389355,0.05944582398978873,2020-03-01,1887.6620570755613,23510215.509856652,2144.5666338157107,50409231.12200845,10078408.801501086
7,2.9020748825389355,0.05944582398978873,2020-04-01,1741.8445521695041,22151618.759402808,1993.4433212823176,50411124.08987315,11435263.707402762
7,2.9020748825389355,0.05944582398978873,2020-05-01,1525.5404720709516,20871647.57581198,1759.4095801799465,50412883.66408633,12713709.35052152
7,2.9020748825389355,0.05944582398978873,2020-06-01,1268.6441304545767,19665804.801103342,1475.0565952195238,50414436.661201745,13918283.481099702
7,2.9020748825389355,0.05944582398978873,2020-07-01,1002.1637054001317,18529821.815478437,1175.216115093111,50415738.66538727,15053264.303019207
7,2.9020748825389355,0.05944582398978873,2020-08-01,752.3319277091351,17459650.123048697,890.2073023123837,50416776.00612776,16122683.663521238
7,2.9020748825389355,0.05944582398978873,2020-09-01,536.969154481915,16451457.060105823,641.4075328402164,50417561.77505171,17130339.75730963
7,2.9020748825389355,0.05944582398978873,2020-10-01,364.5549006493326,15501622.679551013,439.8042975287175,50418127.93318767,18079809.58296379
7,2.9020748825389355,0.05944582398978873,2020-11-01,235.53890908340162,14606735.504064323,287.13638251413846,50418516.14001177,18974461.219541397
7,2.9020748825389355,0.05944582398978873,2020-12-01,144.90005957943316,13763585.965464164,178.58666053131168,50418769.58979333,19817465.858081978
8,2.9020748825389355,0.05944582398978873,2019-10-01,1273.5195135882768,31658521.806074288,1402.234281349149,50400968.41856557,1939107.541078789
8,2.9020748825389355,0.05944582398978873,2019-11-01,1533.6632888795757,29829866.625836413,1698.1722454362286,50402206.143890366,3766229.0580277843
8,2.9020748825389355,0.05944582398978873,2019-12-01,1750.0467027131647,28106533.003828328,1949.2748544321444,50403705.087984085,5487812.633333156
8,2.9020748825389355,0.05944582398978873,2020-01-01,1892.7578803337426,26482516.14512284,2121.4451807442138,50405425.67553811,7109936.734158311
8,2.9020748825389355,0.05944582398978873,2020-02-01,1940.9058663406872,24952178.70299058,2189.7920458602657,50407298.23453933,8638333.270424234
8,2.9020748825389355,0.05944582398978873,2020-03-01,1887.6620570755613,23510215.509856652,2144.5666338157107,50409231.12200845,10078408.801501086
8,2.9020748825389355,0.05944582398978873,2020-04-01,1741.8445521695041,22151618.759402808,1993.4433212823176,50411124.08987315,11435263.707402762
8,2.9020748825389355,0.05944582398978873,2020-05-01,1525.5404720709516,20871647.57581198,1759.4095801799465,50412883.66408633,12713709.35052152
8,2.9020748825389355,0.05944582398978873,2020-06-01,1268.6441304545767,19665804.801103342,1475.0565952195238,50414436.661201745,13918283.481099702
8,2.9020748825389355,0.05944582398978873,2020-07-01,1002.1637054001317,18529821.815478437,1175.216115093111,50415738.66538727,15053264.303019207
8,2.9020748825389355,0.05944582398978873,2020-08-01,752.3319277091351,17459650.123048697,890.2073023123837,50416776.00612776,16122683.663521238
8,2.9020748825389355,0.05944582398978873,2020-09-01,536.969154481915,16451457.060105823,641.4075328402164,50417561.77505171,17130339.75730963
8,2.9020748825389355,0.05944582398978873,2020-10-01,364.5549006493326,15501622.679551013,439.8042975287175,50418127.93318767,18079809.58296379
8,2.9020748825389355,0.05944582398978873,2020-11-01,235.53890908340162,14606735.504064323,287.13638251413846,50418516.14001177,18974461.219541397
8,2.9020748825389355,0.05944582398978873,2020-12-01,144.90005957943316,13763585.965464164,178.58666053131168,50418769.58979333,19817465.858081978
9,2.9020748825389355,0.05944582398978873,2019-10-01,1273.5195135882768,31658521.806074288,1402.234281349149,50400968.41856557,1939107.541078789
9,2.9020748825389355,0.05944582398978873,2019-11-01,1533.6632888795757,29829866.625836413,1698.1722454362286,50402206.143890366,3766229.0580277843
9,2.9020748825389355,0.05944582398978873,2019-12-01,1750.0467027131647,28106533.003828328,1949.2748544321444,50403705.087984085,5487812.633333156
9,2.9020748825389355,0.05944582398978873,2020-01-01,1892.7578803337426,26482516.14512284,2121.4451807442138,50405425.67553811,7109936.734158311
9,2.9020748825389355,0.05944582398978873,2020-02-01,1940.9058663406872,24952178.70299058,2189.7920458602657,50407298.23453933,8638333.270424234
9,2.9020748825389355,0.05944582398978873,2020-03-01,1887.6620570755613,23510215.509856652,2144.5666338157107,50409231.12200845,10078408.801501086
9,2.9020748825389355,0.05944582398978873,2020-04-01,1741.8445521695041,22151618.759402808,1993.4433212823176,50411124.08987315,11435263.707402762
9,2.9020748825389355,0.05944582398978873,2020-05-01,1525.5404720709516,20871647.57581198,1759.4095801799465,50412883.66408633,12713709.35052152
9,2.9020748825389355,0.05944582398978873,2020-06-01,1268.6441304545767,19665804.801103342,1475.0565952195238,50414436.661201745,13918283.481099702
9,2.9020748825389355,0.05944582398978873,2020-07-01,1002.1637054001317,18529821.815478437,1175.216115093111,50415738.66538727,15053264.303019207
9,2.9020748825389355,0.05944582398978873,2020-08-01,752.3319277091351,17459650.123048697,890.2073023123837,50416776.00612776,16122683.663521238
9,2.9020748825389355,0.05944582398978873,2020-09-01,536.969154481915,16451457.060105823,641.4075328402164,50417561.77505171,17130339.75730963
9,2.9020748825389355,0.05944582398978873,2020-10-01,364.5549006493326,15501622.679551013,439.8042975287175,50418127.93318767,18079809.58296379
9,2.9020748825389355,0.05944582398978873,2020-11-01,235.53890908340162,14606735.504064323,287.13638251413846,50418516.14001177,18974461.219541397
9,2.9020748825389355,0.05944582398978873,2020-12-01,144.90005957943316,13763585.965464164,178.58666053131168,50418769.58979333,19817465.858081978
10,2.9020748825389355,0.05944582398978873,2019-10-01,1273.5195135882768,31658521.806074288,1402.234281349149,50400968.41856557,1939107.541078789
10,2.9020748825389355,0.05944582398978873,2019-11-01,1533.6632888795757,29829866.625836413,1698.1722454362286,50402206.143890366,3766229.0580277843
10,2.9020748825389355,0.05944582398978873,2019-12-01,1750.0467027131647,28106533.003828328,1949.2748544321444,50403705.087984085,5487812.633333156
10,2.9020748825389355,0.05944582398978873,2020-01-01,1892.7578803337426,26482516.14512284,2121.4451807442138,50405425.67553811,7109936.734158311
10,2.9020748825389355,0.05944582398978873,2020-02-01,1940.9058663406872,24952178.70299058,2189.7920458602657,50407298.23453933,8638333.270424234
10,2.9020748825389355,0.05944582398978873,2020-03-01,1887.6620570755613,23510215.509856652,2144.5666338157107,50409231.12200845,10078408.801501086
10,2.9020748825389355,0.05944582398978873,2020-04-01,1741.8445521695041,22151618.759402808,1993.4433212823176,50411124.08987315,11435263.707402762
10,2.9020748825389355,0.05944582398978873,2020-05-01,1525.5404720709516,20871647.57581198,1759.4095801799465,50412883.66408633,12713709.35052152
10,2.9020748825389355,0.05944582398978873,2020-06-01,1268.6441304545767,19665804.801103342,1475.0565952195238,50414436.661201745,13918283.481099702
10,2.9020748825389355,0.05944582398978873,2020-07-01,1002.1637054001317,18529821.815478437,1175.216115093111,50415738.66538727,15053264.303019207
10,2.9020748825389355,0.05944582398978873,2020-08-01,752.3319277091351,17459650.123048697,890.2073023123837,50416776.00612776,16122683.663521238
10,2.9020748825389355,0.05944582398978873,2020-09-01,536.969154481915,16451457.060105823,641.4075328402164,50417561.77505171,17130339.75730963
10,2.9020748825389355,0.05944582398978873,2020-10-01,364.5549006493326,15501622.679551013,439.8042975287175,50418127.93318767,18079809.58296379
10,2.9020748825389355,0.05944582398978873,2020-11-01,235.53890908340162,14606735.504064323,287.13638251413846,50418516.14001177,18974461.219541397
10,2.9020748825389355,0.05944582398978873,2020-12-01,144.90005957943316,13763585.965464164,178.58666053131168,50418769.58979333,19817465.858081978
11,2.8988253327739026,0.05944582398978873,2019-10-01,1272.0935384319391,31658523.23204944,1400.8083061928112,50400968.41856557,1939107.541078789
11,2.8988253327739026,0.05944582398978873,2019-11-01,1530.388260195608,29829871.244542345,1694.7299225360487,50402204.88520943,3766229.140325685
11,2.8988253327739026,0.05944582398978873,2019-12-01,1744.5440441521541,28106542.858631514,1943.3683454190573,50403700.790830694,5487812.9821923645
11,2.8988253327739026,0.05944582398978873,2020-01-01,1884.9105858000232,26482533.27846618,2112.9049394985514,50405416.164822415,7109937.651771899
11,2.8988253327739026,0.05944582398978873,2020-02-01,1930.92948220326,24952204.82389424,2178.813727741653,50407281.18551637,8638335.176861634
11,2.8988253327739026,0.05944582398978873,2020-03-01,1876.0977570266377,23510251.687533718,2131.7143666399943,50409204.3826345,10078412.21546513
11,2.8988253327739026,0.05944582398978873,2020-04-01,1729.4701797269781,22151665.2235149,1979.561131572316,50411086.00604929,11435269.209304221
11,2.8988253327739026,0.05944582398978873,2020-05-01,1513.2240149214708,20871703.674778473,1745.464476110126,50412833.32671967,12713717.534025725
11,2.8988253327739026,0.05944582398978873,2020-06-01,1257.1832805209624,19665869.12325664,1461.959717305341,50414374.014759,13918294.902267037
11,2.8988253327739026,0.05944582398978873,2020-07-01,992.15690058935,18529892.432185195,1163.6727954869991,50415664.4585814,15053279.436437892
11,2.8988253327739026,0.05944582398978873,2020-08-01,744.1111656591196,17459724.88498596,880.6322876322199,50416691.61025491,16122702.87247147
11,2.8988253327739026,0.05944582398978873,2020-09-01,530.6011212041356,16451533.875309393,633.9161668248199,50417468.927496925,17130363.281026833
11,2.8988253327739026,0.05944582398978873,2020-10-01,359.8953499307756,15501699.721037313,434.2658659963273,50418028.47314768,18079837.53994898
11,2.8988253327739026,0.05944582398978873,2020-11-01,232.31353971616483,14606811.324592454,283.26124897805164,50418411.79130442,18974493.622854125
11,2.8988253327739026,0.05944582398978873,2020-12-01,142.78520996490536,13763659.52498004,176.0171834818263,50418661.82057988,19817502.637256574
12,2.8988253327739026,0.05944582398978873,2019-10-01,1272.0935384319391,31658523.23204944,1400.8083061928112,50400968.41856557,1939107.541078789
12,2.8988253327739026,0.05944582398978873,2019-11-01,1530.388260195608,29829871.244542345,1694.7299225360487,50402204.88520943,3766229.140325685
12,2.8988253327739026,0.05944582398978873,2019-12-01,1744.5440441521541,28106542.858631514,1943.3683454190573,50403700.790830694,5487812.9821923645
12,2.8988253327739026,0.05944582398978873,2020-01-01,1884.9105858000232,26482533.27846618,2112.9049394985514,50405416.164822415,7109937.651771899
12,2.8988253327739026,0.05944582398978873,2020-02-01,1930.92948220326,24952204.82389424,2178.813727741653,50407281.18551637,8638335.176861634
12,2.8988253327739026,0.05944582398978873,2020-03-01,1876.0977570266377,23510251.687533718,2131.7143666399943,50409204.3826345,10078412.21546513
12,2.8988253327739026,0.05944582398978873,2020-04-01,1729.4701797269781,22151665.2235149,1979.561131572316,50411086.00604929,11435269.209304221
12,2.8988253327739026,0.05944582398978873,2020-05-01,1513.2240149214708,20871703.674778473,1745.464476110126,50412833.32671967,12713717.534025725
12,2.8988253327739026,0.05944582398978873,2020-06-01,1257.1832805209624,19665869.12325664,1461.959717305341,50414374.014759,13918294.902267037
12,2.8988253327739026,0.05944582398978873,2020-07-01,992.15690058935,18529892.432185195,1163.6727954869991,50415664.4585814,15053279.436437892
12,2.8988253327739026,0.05944582398978873,2020-08-01,744.1111656591196,17459724.88498596,880.6322876322199,50416691.61025491,16122702.87247147
12,2.8988253327739026,0.05944582398978873,2020-09-01,530.6011212041356,16451533.875309393,633.9161668248199,50417468.927496925,17130363.281026833
12,2.8988253327739026,0.05944582398978873,2020-10-01,359.8953499307756,15501699.721037313,434.2658659963273,50418028.47314768,18079837.53994898
12,2.8988253327739026,0.05944582398978873,2020-11-01,232.31353971616483,14606811.324592454,283.26124897805164,50418411.79130442,18974493.622854125
12,2.8988253327739026,0.05944582398978873,2020-12-01,142.78520996490536,13763659.52498004,176.0171834818263,50418661.82057988,19817502.637256574
13,2.8988253327739026,0.05944582398978873,2019-10-01,1272.0935384319391,31658523.23204944,1400.8083061928112,50400968.41856557,1939107.541078789
13,2.8988253327739026,0.05944582398978873,2019-11-01,1530.388260195608,29829871.244542345,1694.7299225360487,50402204.88520943,3766229.140325685
13,2.8988253327739026,0.05944582398978873,2019-12-01,1744.5440441521541,28106542.858631514,1943.3683454190573,50403700.790830694,5487812.9821923645
