sample,beta,theta,date,new_infections,S,I,R,V
4,4.0168803622876474,0.15486149450917416,2020-08-01,176.03125873742664,6107465.369574179,236.59678409182322,50423796.024683766,27468502.008957945
4,4.0168803622876474,0.15486149450917416,2020-09-01,69.09983407109381,5231181.445373979,96.85717148132801,50424004.864130445,28344716.833324075
4,4.0168803622876474,0.15486149450917416,2020-10-01,24.229261173411114,4480659.513052512,35.592463761848364,50424090.35809934,29095214.53638437
4,4.0168803622876474,0.15486149450917416,2020-11-01,7.626218354337754,3837828.710491292,11.80189652211764,50424121.77488493,29738037.712727237
4,4.0168803622876474,0.15486149450917416,2020-12-01,2.1659422768434533,3287227.8581835013,3.5505309351489327,50424132.19219279,30288636.399092752
5,4.016461198440311,0.15486149450917416,2019-10-01,1762.5335989610558,28776833.545759052,1891.2483667219278,50400968.41856557,4820306.787308646
5,4.016461198440311,0.15486149450917416,2019-11-01,2602.173344808969,24645728.527891595,2824.053026069899,50402637.78725103,8948809.631831296
5,4.016461198440311,0.15486149450917416,2019-12-01,3327.7406787884856,21106571.865280267,3659.0562248129513,50405130.52473108,12484638.553763838
5,4.016461198440311,0.15486149450917416,2020-01-01,3692.4368995016553,18074799.850223936,4121.714324488688,50408360.3035309,15512718.131920666
5,4.016461198440311,0.15486149450917416,2020-02-01,3561.8274741538703,15478115.243026007,4045.3835615816106,50411998.461767964,18105840.91164444
5,4.016461198440311,0.15486149450917416,2020-03-01,2993.643417255141,13254535.28294294,3468.2444432312855,50415569.24430357,20326427.22831025
5,4.016461198440311,0.15486149450917416,2020-04-01,2197.8724459657024,11350759.652421495,2604.763991856616,50418630.59720091,22228004.98638573
5,4.016461198440311,0.15486149450917416,2020-05-01,1413.6130713260022,9720895.729207508,1719.2018107229524,50420929.77245337,23856455.29652839
5,4.016461198440311,0.15486149450917416,2020-06-01,799.0603554545005,8325476.7359284125,1000.7556782362433,50422447.27894131,25251075.229452033
5,4.016461198440311,0.15486149450917416,2020-07-01,398.37408000433663,7130653.883851834,515.7819016390991,50423330.626797915,26445499.70744861
5,4.016461198440311,0.15486149450917416,2020-08-01,175.85486604289744,6107470.240586247,236.36596862970345,50423785.89759697,27468507.495848153
5,4.016461198440311,0.15486149450917416,2020-09-01,69.0252746126061,5231185.692119934,96.75553294530275,50423994.53330727,28344723.019039854
5,4.016461198440311,0.15486149450917416,2020-10-01,24.201329859191546,4480663.178465293,35.55260829933927,50424079.93756177,29095221.331364635
5,4.016461198440311,0.15486149450917416,2020-11-01,7.616890054347418,3837831.8593695443,11.787892412501435,50424111.31916771,29738045.03357033
